run_id,algorithm,nodes,edges,source_node,target_node,time_sec,memory_peak_mb,energy_joules,cpu_energy_joules,path_found,path_length
7,Dijkstra,1000,5000,484,175,0.017012357711791992,0.3009033203125,0.27135140933020213,0.07980940835474229,True,5
7,Bellman-Ford,1000,5000,484,175,0.04309535026550293,0.3010883331298828,0.5980743233114482,0.16019432321190835,True,5
7,A_Star,1000,5000,484,175,0.004053354263305664,0.29349803924560547,0.0827680298274129,0.024955028496470976,True,5
8,Dijkstra,1000,5000,326,641,0.01602911949157715,3.8667116165161133,0.24817312188958748,0.0644991226173006,True,8
8,Bellman-Ford,1000,5000,326,641,0.04303693771362305,0.3009357452392578,0.6282809761955023,0.17661297588111752,True,8
8,A_Star,1000,5000,326,641,0.004996299743652344,0.2937755584716797,0.08906674683030524,0.02938574757363478,True,8
9,Dijkstra,1000,5000,175,755,0.016010046005249023,0.2992734909057617,0.25782999963577924,0.07213399893682534,True,5
9,Bellman-Ford,1000,5000,175,755,0.039081573486328125,0.29989051818847656,0.5903062561456833,0.1796342560020064,True,5
9,A_Star,1000,5000,175,755,0.007009983062744141,0.29431724548339844,0.1257512007522905,0.041539202133151286,True,5
10,Dijkstra,1000,5000,518,900,0.011081457138061523,0.2940807342529297,0.18021194106880153,0.05279394174906933,True,6
10,Bellman-Ford,1000,5000,518,900,0.04110097885131836,0.2999439239501953,0.5849730467916128,0.15447804588159886,True,6
10,A_Star,1000,5000,518,900,0.0040209293365478516,0.29434871673583984,0.08746585623009807,0.03135185735880143,True,6
11,Dijkstra,1000,5000,497,287,0.021008968353271484,0.30083274841308594,0.2983379919783805,0.07989499222055417,True,6
11,Bellman-Ford,1000,5000,497,287,0.04999804496765137,0.2999439239501953,0.6823371852564372,0.168268185928718,True,6
11,A_Star,1000,5000,497,287,0.018062114715576172,0.3177499771118164,0.28766105083913796,0.0994120528192937,True,6
12,Dijkstra,1000,5000,23,894,0.0,0.2926616668701172,0.03840791088816795,0.019233911571177573,True,4
12,Bellman-Ford,1000,5000,23,894,0.04207968711853027,0.30018043518066406,0.5787835028428711,0.14078850303181786,True,4
12,A_Star,1000,5000,23,894,0.0,0.2920265197753906,0.027980914393524556,0.013507914783517747,True,4
13,Dijkstra,1000,5000,66,366,0.011998176574707031,0.30072021484375,0.18773512415221724,0.05115812377638016,True,5
13,Bellman-Ford,1000,5000,66,366,0.03692436218261719,0.30004310607910156,0.5440522692237388,0.1517902672361921,True,5
13,A_Star,1000,5000,66,366,0.005085945129394531,0.29375457763671875,0.0888542912626131,0.029255290302024645,True,5
14,Dijkstra,1000,5000,262,781,0.004995822906494141,0.29383087158203125,0.10720544315432198,0.03966144339670427,True,4
14,Bellman-Ford,1000,5000,262,781,0.041996002197265625,0.3014183044433594,0.6058029164880175,0.1667189165338535,True,4
14,A_Star,1000,5000,262,781,0.0,0.2929811477661133,0.03868634381585501,0.016860342931679706,True,4
15,Dijkstra,1000,5000,436,869,0.0180816650390625,0.3008251190185547,0.2685969878500328,0.07391998745035383,True,6
